scenario_id,region_name,location_address,complainant_location_text,smell_type,smell_intensity,smell_duration,suspected_location_text,out__claude-opus-4-8
11,경상도,거제시,보이스노래타운,하수 냄새,갑자기 심해짐,몇 년 동안 특정 요일 새벽마다 간헐적으로 반복됨,미언급,"상담원: 안녕하세요. 거제시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아 예, 여보세요. 내가 보이스노래타운 있는 데서 일하는 사람인데예, 여기 하수구 냄새 때문에 도저히 못 살겠어예. 아침에 문 열고 들어오면 코가 확 찌를 정도로 심하다니까요.

상담원: 불편을 드려 죄송합니다. 지금 나는 냄새가 정확히 어떤 종류인지 여쭤봐도 될까요?

민원인: 하수 냄새라예. 뭐 시궁창 같은 거 있잖아예. 하수구에서 올라오는 그 퀴퀴하고 썩은 물 냄새, 딱 그거라예.

상담원: 알겠습니다. 지금 계신 위치가 보이스노래타운 쪽 맞으신가요?

민원인: 맞아예. 그 노래타운 건물 있는 그 근처라예. 여 상가 밀집한 데 있어가꼬 사람들도 많이 드나드는데 냄새가 이래 나서 참말로 창피하다니까요.

상담원: 냄새 강도에 변화가 있는지도 궁금한데요, 평소랑 비교해서 어떠신가요?

민원인: 그기 요새 갑자기 확 심해졌어예. 원래도 좀 나긴 났는데 요즘은 아이고, 숨을 못 쉴 정도라예. 뭐가 터진 건지 우째 이래 갑자기 독하게 올라오는지 모르겠어예.

상담원: 그럼 이 냄새가 언제부터, 얼마나 자주 나는지 말씀해 주실 수 있을까요?

민원인: 이기 하루 이틀 일이 아이라예. 벌써 몇 년째 그래예. 이상하게도 딱 특정 요일 새벽마다 스멀스멀 올라오는 기라예. 매일은 아이고 어떤 날 새벽에만 갑자기 훅 나가꼬, 진짜 오래 참았거든예.

상담원: 오랜 기간 반복되셨군요. 혹시 냄새가 어디서 올라오는지 짐작 가는 곳이 있으신가요?

민원인: 그건 잘 모르겠어예. 하수구 쪽인 거 같기는 한데 정확히 어디서 올라오는지는 딱 짚기가 힘드네예. 그냥 새벽마다 온 골목이 다 냄새로 뒤덮이니까 답답할 노릇이라예.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
12,전라도,보성군,보성우산주공아파트,그을음 냄새,습한 날 더 진하게 느껴짐,최근 3달 동안 매일 저녁 7시 반에,미언급,"상담원: 안녕하세요. 보성군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 안녕하세요잉. 다름이 아니라 요새 우리 아파트 쪽에서 냄새가 하도 나서 전화했당께요. 아주 못 살겄어라.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 종류의 냄새가 나는지 말씀해 주실 수 있을까요?

민원인: 그 뭐냐, 뭐 타는 냄새 있잖소. 그을음 냄새 같은 거. 꼭 불에 그슬린 것맹키로 매캐허니 코를 찌른당께.

상담원: 그을음 냄새가 난다는 말씀이시군요. 지금 계신 위치가 어디쯤 되실까요?

민원인: 여그 보성우산주공아파트여라. 여그 사는디 저녁만 되믄 창문을 못 열어부러요.

상담원: 네, 보성우산주공아파트 확인했습니다. 혹시 냄새 강도가 특정 날씨에 더 심해지거나 하나요?

민원인: 그라제라. 날 꿉꿉허고 습헐 때 있잖소. 그런 날은 냄새가 아주 더 진허니 코를 콱 막어불 정도랑께.

상담원: 습한 날에 더 심해지는군요. 냄새가 주로 언제쯤 발생하는지도 알 수 있을까요?

민원인: 요 근 석 달 동안 매일이여. 저녁 일곱 시 반만 딱 되믄 어김없이 올라온당께. 시계맹키로 정확혀서 아주 미치겄어라.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
13,제주도,제주시,미리내마을중흥S클래스,미언급,습한 날 더 진하게 느껴짐,미언급,미언급,"상담원: 안녕하세요. 제주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 미리내마을중흥S클래스 사는 사람인디, 요새 냄새가 하도 심행 전화 걸엄수다. 이거 어디다 얘기해사 하는지 몰르크라.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 종류의 냄새인지 여쭤봐도 될까요? 예를 들어 하수구 냄새, 음식물 썩는 냄새, 축사 냄새 같은 게 있으신가요?

민원인: 그게 딱 뭐라 말허기가 어려운게. 무신 냄새인지 콕 집엉 말은 못허켜. 그냥 코 확 찔르는 게, 영 기분 나쁜 냄새라마씸.

상담원: 알겠습니다. 정확한 종류를 특정하기 어려우신 거군요. 그럼 냄새가 나는 곳이 댁 안쪽까지 들어오나요, 아니면 주로 바깥에서 느껴지시나요?

민원인: 창문 열어두민 집 안까지 확 들어왐수다. 밖에 나가민 더 지독허곡. 아이들도 냄새난다 냄새난다 허멍 코 막암서.

상담원: 그러시군요. 혹시 이 냄새가 하루 중 특정 시간대나 특정 날씨에 더 심하게 느껴지시나요?

민원인: 맞아마씸, 그거! 날 꿉꿉허고 습헌 날은 훨씬 진허게 남수다. 비 오젠 헐 때나 바람 눅눅헐 때 유독 심행. 마른 날은 좀 덜한 것추룩도 허곡.

상담원: 습한 날 더 진해진다는 점 잘 확인했습니다. 그럼 이 냄새가 어느 방향에서 오는지, 짐작 가시는 곳이 있으실까요?

민원인: 어드레서 오는지는 나도 잘 몰르크라. 그냥 어디선가 스멀스멀 올라왐신디, 하도 답답행. 이거 빨리 좀 봐줍서게.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
14,충청도,청주상당구,동남우미린에듀포레아파트,똥 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 청주시 상당구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 우리 동네에 냄새가 너무 심해서 전화혔슈. 도저히 못 참겄어유.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새가 나는지 말씀해 주시겠어요?

민원인: 딱 똥 냄새여유. 무슨 화장실 막힌 거 마냥 구린내가 확 올라와유. 창문도 못 열어유.

상담원: 많이 불편하셨겠습니다. 혹시 지금 어디에서 냄새를 맡고 계신지 위치를 알려 주시겠어요?

민원인: 여기 동남우미린에듀포레아파트여유. 여기 사는데 며칠째 이 모냥이라 아주 환장하겄슈.

상담원: 네, 확인했습니다. 냄새 강도가 하루 중 특정 시간에 더 심해지거나 하나요?

민원인: 그게 참... 어떨 땐 좀 덜한 거 같다가도 갑자기 확 심해지구 그려유. 종잡을 수가 없어유.

상담원: 알겠습니다. 혹시 냄새가 어디쯤에서 나는 건지 짐작 가시는 곳이 있으신가요?

민원인: 그건 잘 모르겄슈. 어디서 오는 건지 딱 집어 말은 못 허겄는디, 아무튼 냄새가 아주 지독혀유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
15,강원도,영월군,영월주천고령자복지주택아파트 앞,연탄 타는 냄새,바람 방향이 바뀌면 더 심해짐,보름 전부터 매일 새벽 3시부터 5시 사이,미언급,"상담원: 안녕하세요. 영월군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 다른 게 아이라 요새 새벽마다 냄새가 나서 잠을 못 자겠소. 이거 좀 어떻게 해줘야 되는 거 아이래요?

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새가 나는지 말씀해 주시겠어요?

민원인: 그게 꼭 연탄 타는 냄새 같소. 매캐하이 코가 다 맵고, 창문을 못 열어놓겠단 말이래요.

상담원: 연탄 타는 냄새로 확인했습니다. 지금 계신 위치가 어디쯤이신지 알려주시겠어요?

민원인: 여 영월 주천고령자복지주택아파트 앞이래요. 나이 든 사람들 사는 데라 다들 힘들어하잖소.

상담원: 네, 위치 확인했습니다. 혹시 냄새 강도가 일정한가요, 아니면 변화가 있나요?

민원인: 그게 참 요상하이, 바람 방향이 확 바뀌면 더 심해지지 뭐. 어떨 땐 숨이 콱 막힐 정도래요.

상담원: 그러셨군요. 이 냄새가 언제부터, 주로 몇 시쯤 나는지 기억나시나요?

민원인: 한 보름 전부터 매일 그래요. 꼭 새벽 세 시서 다섯 시 사이에 나는데, 그때만 되면 잠이 다 깨버리잖소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
16,경상도,포항시,나비2뮤비타운 근처,매연 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 포항시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여 나비2뮤비타운 근처 사는데예. 요새 매연 냄새가 하도 심해가꼬 전화 드립니더.

상담원: 불편을 드려 죄송합니다. 지금 말씀하신 냄새가 매연 냄새가 맞으신가요?

민원인: 맞다카이... 아이고 이거 참, 하여튼 차 배기가스 같은 그런 매캐한 냄새라예. 코가 다 맵을 지경입니더.

상담원: 알겠습니다. 정확한 위치를 다시 한번 확인하고 싶은데요. 나비2뮤비타운 근처 어느 방향에서 냄새가 나는지 알 수 있을까요?

민원인: 우리 아파트 바로 앞쪽에서 올라오는 거 같은데, 정확히는 잘 모리겠고예. 창문만 열면 확 들어옵니더.

상담원: 그러시군요. 혹시 그 냄새가 시간대에 따라 더 심해지거나 하는 변화가 있으신가요?

민원인: 그건 뭐 딱히 언제라꼬 말은 못 하겠는데, 하도 답답해가 미치겠어예. 애들도 켁켁거리고 말입니더.

상담원: 많이 힘드셨겠습니다. 혹시 짐작 가는 발생 원인이나 장소가 있으실까요?

민원인: 그거는 잘 모리겠어예. 어데서 나오는지 알아야 말을 하지예. 좀 빨리 좀 봐 주이소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
17,전라도,보성군,복내마을 영농조합법인,음식물 썩는 냄새,동틀 무렵 약해짐,미언급,미언급,"상담원: 안녕하세요. 보성군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여그 복내마을 영농조합법인인디요, 요새 냄새 땜시 아주 못살겄어라. 어디다 말을 혀야 쓰까 싶어서 전화혔당께요.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 뭐랄까, 음식물 썩는 냄새라고 혀야 쓰까. 상혀서 곯아버린 것맹키로 아조 시큼허니 코를 찌르는 그런 냄새랑께요.

상담원: 알겠습니다. 지금 계신 위치가 복내마을 영농조합법인 건물 쪽이 맞으실까요?

민원인: 예예, 딱 그 자리요. 사무실 안에 앉아 있어도 창문 틈으로 스며들어 오는디, 아주 환장허겄어라.

상담원: 많이 힘드셨겠습니다. 혹시 냄새 강도가 하루 중 시간에 따라 달라지던가요?

민원인: 그것이 참 요상혀라. 밤새 지독허다가도 동틀 무렵 되믄 쪼까 옅어지는 것 같더랑께. 그래도 아예 없어지는 건 아니고요.

상담원: 그러시군요. 혹시 어디서 냄새가 나는지 짐작 가는 곳이 있으실까요?

민원인: 그것이 어디서 오는지를 통 모르겄어라. 바람 부는 방향 따라 달라지는 것 같기도 허고, 딱 짚어서 못허겄당께요.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
18,제주도,제주시,명주2차아파트,미언급,갑자기 심해짐,미언급,미언급,"상담원: 안녕하세요. 제주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 저기 명주2차아파트에 사는 사람인디, 갑자기 냄새가 확 심해져서 도저히 못 견디쿠다. 이거 어떵 좀 해봅서.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 종류의 냄새인지 말씀해 주실 수 있을까요?

민원인: 그게 딱 뭐라 말허기가 애매헌디, 하여튼 코를 확 찌르는 게 아주 지독허우다. 냄새가 무신 냄샌지 잘 모르쿠게.

상담원: 알겠습니다. 그러면 지금 계신 곳이 명주2차아파트가 맞으실까요?

민원인: 맞수다게. 명주2차아파트 안에 있는디, 창문 열어놔신디 냄새가 막 들어왐서.

상담원: 확인했습니다. 조금 전에 냄새가 갑자기 심해졌다고 하셨는데, 언제쯤부터 그렇게 심해졌는지 기억나시나요?

민원인: 아까까지만 해도 괜찮아신디, 한 삼십분 전부터 갑자기 확 올라왐수다. 진짜 순식간에 심해져부난 정신이 하나도 없수게.

상담원: 그러셨군요. 혹시 냄새가 어느 방향에서 나는 것 같거나, 짐작되는 장소가 있으신가요?

민원인: 그건 나도 잘 모르쿠다. 어디서 오는 건지 도통 알 수가 어신게. 하영 신경 쓰이난 얼른 좀 봐줍서.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
19,충청도,세종,도램마을1단지,쇳가루 냄새,바람이 불기 시작하면 더 심해짐,미언급,미언급,"상담원: 안녕하세요. 세종시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아유, 여기 도램마을1단지인디유, 요새 이상한 냄새가 자꾸 나서 전화혔슈. 아무래도 그냥 넘어갈 게 아닌 거 같유.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 좀 더 자세히 말씀해 주시겠어요?

민원인: 이게 뭐랄까, 꼭 쇳가루 냄새 같유. 쇠붙이 갈 때 나는 그 알싸한 냄새 있잖유. 코가 다 매캐혀유.

상담원: 쇳가루 냄새 말씀이시군요. 지금 계신 위치가 도램마을1단지가 맞으신가요?

민원인: 예, 맞유. 1단지 아파트 안에서두 냄새가 확 들어와유. 창문을 못 열겠슈.

상담원: 냄새 강도가 특정 시간이나 상황에 따라 달라지는지도 여쭤봐도 될까요?

민원인: 그게 이상헌 게, 바람이 슬슬 불기 시작허면 냄새가 더 심해지드라구유. 바람 불 때마다 아주 지독혀유.

상담원: 바람이 불 때 더 심해지는군요. 혹시 냄새가 어디서 오는지 짐작 가는 곳이 있으실까요?

민원인: 그건 나두 잘 모르겄슈. 방향이 딱 집히지가 않어유. 그냥 바람 타고 오는 거 같기만 혀유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
20,강원도,정선군,해피아리아파트,쇳가루 냄새,미언급,미언급,미언급,"상담원: 안녕하세요. 정선군 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 냄새 때문에 도저히 못 살겠어서 전화했잖소. 무슨 쇳가루 같은 냄새가 자꾸 나서 말이우야.

상담원: 불편을 드려 죄송합니다. 말씀하신 냄새가 쇳가루 같은 쇠 냄새가 맞으실까요?

민원인: 맞래요. 뭐랄까, 코가 알싸하고 쇠붙이 갈 때 나는 그런 냄새라니까. 아주 머리가 다 지끈거리우야.

상담원: 네, 확인했습니다. 지금 계신 위치를 좀 더 자세히 알려주시겠어요?

민원인: 여기 해피아리아파트요. 아파트 단지 안에 있는데 이 냄새가 창문만 열면 확 들어오잖소.

상담원: 알겠습니다. 혹시 냄새가 어느 방향에서 흘러오는지, 짐작 가는 곳이 있으신가요?

민원인: 그건 나도 잘 모르겠소. 그냥 밖에서 바람 불면 들어오는 거 같은데, 어디서 오는 건지는 통 모르겠으니 답답해서 그러우야.

상담원: 네, 위치는 저희가 확인해 보겠습니다. 냄새가 특별히 심해지는 시간대가 있으신가요?

민원인: 뭐 딱히 정해진 건 없고, 그냥 자꾸 나니까 신경이 쓰여서 얼른 좀 봐주소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
21,경상도,경주시,메이즈풀빌라,쇳가루 냄새,낮에는 약하다가 저녁에 급격히 심해짐,정확한 시작 시점 모름,미언급,"상담원: 안녕하세요. 경주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여보세요. 저희 동네에 냄새가 하도 심해가 전화 넣었심더. 이거 우예 해결이 안 되나 싶어가예.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 구체적으로 말씀해 주시겠어요?

민원인: 그기 뭐랄까, 쇳가루 냄새 같은 기라예. 쇠 갈 때 나는 그 매캐하고 찌릿한 냄새 있잖습니꺼. 코가 다 아릴 정도라예.

상담원: 알겠습니다. 지금 계신 위치가 어디신지 알려주실 수 있을까요?

민원인: 여가 경주시에 있는 메이즈풀빌라라예. 여 사는데 요새 냄새 때문에 창문도 몬 열고 삽니더.

상담원: 메이즈풀빌라 말씀이시군요. 그 냄새가 하루 중 특정 시간대에 더 심해지나요?

민원인: 맞심더, 그기 참 요상하데예. 낮에는 그냥 좀 나는가 싶다가도 저녁만 되마 갑자기 확 심해지가꼬 견디기가 힘드예.

상담원: 그러셨군요. 그럼 이 냄새가 언제쯤부터 나기 시작했는지 기억나시나요?

민원인: 그기 정확히 언젠지는 잘 모르겠심더. 어느 순간부터 슬금슬금 나기 시작하디만, 요새 들어가 확 심해진 거는 확실합니더.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
22,전라도,익산시,동산여울휴먼시아3단지 근처,염산 냄새,10분 간격으로 심해졌다 약해졌다 반복됨,며칠째 불규칙하게 발생과 중단을 반복,미언급,"상담원: 안녕하세요. 익산시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여그 동산여울휴먼시아3단지 근처인디, 며칠째 이상헌 냄새가 나서 도저히 못 살겄어라. 좀 알아봐 주씨요.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주실 수 있을까요?

민원인: 그거이 꼭 염산 냄시 같당께. 코가 딱 찌르고 매캐헌 것이 숨쉬기도 힘들어라잉.

상담원: 염산처럼 자극적인 냄새라는 말씀이시군요. 지금 계신 위치가 동산여울휴먼시아3단지 근처가 맞으신가요?

민원인: 응, 3단지 바로 옆이제. 창문을 못 열어 놓겄어. 애기들도 있는디 이거 몸에 안 좋을까봐 겁이 나부러.

상담원: 걱정 많으시겠습니다. 냄새 강도는 계속 일정한가요, 아니면 변하는 편인가요?

민원인: 그것이 참말로 요상혀. 한 십 분 간격으로 확 심해졌다가 또 좀 있으면 잦아들고, 그라기를 계속 반복헌당께.

상담원: 그렇군요. 그럼 이런 냄새가 언제부터 발생했는지 기억나시나요?

민원인: 며칠 됐어라. 딱 정해진 시간도 없이 났다 안 났다 그러는디, 밤에도 그랑께 잠을 못 자겄어.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
23,제주도,제주시,대유대림아파트302동,곰팡이 핀 음식 냄새,비 오기 전에 더 심해짐,아침 9시쯤 시작해서 낮 12시 전까지,미언급,"상담원: 안녕하세요. 제주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 게메 요새 우리 아파트에 냄새가 하도 심허영 전화헴수다. 도저히 못 살키여.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새가 나는지 조금 더 구체적으로 말씀해 주실 수 있을까요?

민원인: 그게 무신 곰팡이 핀 음식 썩은 냄새 닮아마씸. 뭐가 상헌 거 냄새추룩 쿰쿰헌 게, 코가 확 막힐 정도라.

상담원: 알겠습니다. 지금 계신 위치가 어디신지 알려주시겠어요?

민원인: 여기 대유대림아파트 302동이라마씸. 우리 동에서만 이추룩 냄새가 나난 답답행 죽어져.

상담원: 302동이시군요. 혹시 냄새 강도가 특별히 더 심해지는 때가 있으신가요?

민원인: 이! 비 오기 전이 되민 확 심해져마씸. 날 꾸물꾸물헐 때 되민 냄새가 더 진하게 올라완게.

상담원: 그렇군요. 그러면 냄새가 주로 언제부터 언제까지 나는지도 알 수 있을까요?

민원인: 대충 아침 아홉시쯤 시작허영 낮 열두시 전꼬장 계속 나마씸. 오전 내내 창문도 못 열엉 힘들어 죽어지쿠다.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
24,충청도,세종,가락마을19단지 아파트,공업용 세제 냄새,아침과 저녁에 특히 심해짐,미언급,미언급,"상담원: 안녕하세요. 세종시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 냄새 땜에 도저히 못 살것슈. 무슨 세제 냄새 같은 게 자꾸 나서 신고 좀 하려구유.

상담원: 불편을 드려 죄송합니다. 어떤 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 그게 꼭 공장에서 쓰는 세제 냄새 있잖유. 화학약품 같은 그 톡 쏘는 냄새가 코를 찌르는디, 참 지독혀유.

상담원: 알겠습니다. 지금 어느 지역에 계신지 위치를 알려주시겠어요?

민원인: 여기 가락마을19단지 아파트유. 창문만 열면 냄새가 확 들어와서 아주 죽것슈.

상담원: 네, 확인했습니다. 그 냄새가 하루 종일 나는 편인가요, 아니면 특정 시간에 더 심한가요?

민원인: 하루 죙일은 아니구유, 아침이랑 저녁에 유난히 심해져유. 아침에 애들 학교 보낼라고 문 열면 아주 머리가 다 아플 정도라니께유.

상담원: 그렇군요. 혹시 냄새가 어디에서 오는지 짐작 가는 곳이 있으신가요?

민원인: 그건 나도 잘 모르것슈. 어디서 오는 건지 알 수가 있어야 말이지유. 그냥 바람 불면 확 몰려오는 것 같더라구유.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
25,강원도,원주시,원주태장8단지행복주택아파트 근처,황화수소 냄새,아침과 저녁에 특히 심해짐,보름째 매일 밤 11시경,미언급,"상담원: 안녕하세요. 원주시 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여보세요. 우리 동네에 냄새가 하도 심해서 전화했잖소. 아주 죽겠어요.

상담원: 불편을 드려 죄송합니다. 어떤 냄새가 나는지 조금 더 자세히 말씀해 주시겠어요?

민원인: 그게 뭐랄까, 계란 썩은 것 같은 냄새래요. 황화수소인가 그거 있잖소. 코를 찌르는 게 아주 고약해요.

상담원: 네, 확인했습니다. 지금 어느 지역에서 냄새가 나는지 위치를 알려 주시겠어요?

민원인: 여기 원주태장8단지 행복주택아파트 있잖소. 그 근처래요. 아파트 창문을 못 열어요, 아주.

상담원: 알겠습니다. 그 냄새가 하루 중 특정 시간대에 더 심해지나요?

민원인: 아침이랑 저녁 때 유독 심해요. 아침에 눈 뜨면 골이 다 아플 지경이니 원. 사람이 살 수가 없잖소.

상담원: 이런 증상이 얼마나 계속되고 있는지 여쭤봐도 될까요?

민원인: 벌써 보름째래요. 그것도 밤 열한 시쯤 되면 매일같이 스멀스멀 올라오니 잠도 제대로 못 자겠어요. 좀 빨리 알아봐 주소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
26,경상도,사하구,괴정일동지에닌아파트,미언급,시간이 지나면서 조금씩 약해짐,미언급,미언급,"상담원: 안녕하세요. 사하구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여기 괴정동 일동지에닌아파트 사는데예. 요 며칠 냄새가 하도 나가꼬 전화드립니더. 창문을 못 열어놓겠어예.

상담원: 불편을 드려 죄송합니다. 혹시 어떤 종류의 냄새인지 말씀해 주실 수 있을까요?

민원인: 그기 딱 뭐라 카기가 애매한데예. 뭔가 퀴퀴하이 코를 찌르는 그런 냄샙니더. 정확하게는 잘 모르겠고예.

상담원: 알겠습니다. 지금 계신 곳이 괴정 일동 지에닌아파트가 맞으실까요? 동이나 층수도 알려주시면 확인에 도움이 됩니다.

민원인: 예, 맞심더. 여 아파트 단지 안에서 특히 저녁 무렵에 마이 올라옵니더. 저는 중간 층쯤 사는데 아래층 사람들도 다 냄새난다 카데예.

상담원: 그러셨군요. 냄새 강도는 계속 일정한가요, 아니면 변화가 있으신가요?

민원인: 처음에는 억수로 심하다가예, 시간이 좀 지나이까네 조금씩 약해지는 것 같기는 합니더. 그래도 완전히 없어지지는 안 하고 은근히 남아 있어예.

상담원: 알겠습니다. 혹시 냄새가 어디서 나는지 짐작 가는 곳이 있으실까요?

민원인: 그기 참말로 어데서 나는지는 잘 모르겠어예. 그냥 바람 불면 확 밀려오고 하는데, 원인은 통 감이 안 잡힙니더. 좀 빨리 봐주이소.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
27,전라도,북구,중외공원 모아미래도아파트,마른 오징어 타는 냄새,바람이 강한 날 유난히 심해짐,일주일 동안 매일 저녁 6시부터 밤 9시까지,미언급,"상담원: 안녕하세요. 북구 기후대기과 악취 대응팀입니다. 어떤 도움을 드릴까요?

민원인: 아이고, 여보세요. 내가 요새 냄새 땜시 도저히 못 살겄어서 전화를 했당께. 저녁만 되믄 이상한 냄새가 확 올라와서 창문도 못 열어라.

상담원: 불편을 드려 죄송합니다. 어떤 종류의 냄새인지 조금 더 자세히 말씀해 주시겠어요?

민원인: 뭐랄까, 꼭 마른 오징어 태우는 거 같은 냄새여. 그 비릿하니 코를 확 찌르는 냄새 있잖어. 그것이 집 안까지 스며들어와서 아주 골이 다 아프당께.

상담원: 마른 오징어 타는 냄새군요. 지금 어디에 거주하고 계신지 위치를 알려주시겠어요?

민원인: 여그 중외공원 옆에 모아미래도아파트여. 공원 근처라 공기 좋을 줄 알고 왔는디 이 무신 냄새인지 참말로 답답해 죽겄네.

상담원: 알겠습니다. 냄새가 특별히 심해지는 때가 있으신가요?

민원인: 있제, 바람 세게 부는 날이믄 아주 유난히 심해라. 바람 타고 냄새가 몰려오는 것맹키로 확 퍼진당께. 그런 날은 진짜 못 견디겄어.

상담원: 그러시군요. 냄새가 나는 시간대나 지속된 기간도 말씀해 주시겠어요?

민원인: 벌써 일주일째 매일이여. 저녁 여섯 시부텀 밤 아홉 시까지 꼭 그맘때만 되믄 올라와라. 매일 이러니께 아주 신경이 곤두선당께.

상담원: 알겠습니다. 말씀해 주신 정보를 바탕으로 신속히 확인하고 조치하겠습니다. 감사합니다."
